# codeml m1 output parser
# PYTHON VERSION: 2.7.5
# Script call:    /home/gt156213e/bin/core/hyphy-interface/hyphy_to_csv.py -i phodopus-4spec-mg94/ -d ../data/psun-transcripts.tab -m mg94 -o phodopus-4spec-mg94.csv --overwrite
# Runtime:        10/20/2021 09:04:33
# ----------------
# IO OPTIONS
# Input directory:       phodopus-4spec-mg94/
# Hyphy model:           mg94
# Metadata file:         ../data/psun-transcripts.tab
# Output file:           phodopus-4spec-mg94.csv
# --overwrite set:       Overwriting previous output file.
# ----------------
# 10.20.2021 | 09:04:33 Reading metadata file: ../data/psun-transcripts.tab
# Features read:         27988
# ----------------
# 10.20.2021 | 09:04:33 Begin parsing Hyphy output...
file,id,chr,start,end,dn,ds,dn/ds,lrt,pval
Psun_T000023162.NT.trim.NT.macse.trim.filter.json,Psun_T000023162,ScmyWZ3_3611_HRSCAF_3694,13130952,13133765,0.00210514034452,0.262891006145,0.00633009977787,109.363607256,0
Psun_T000007057.NT.trim.NT.macse.trim.filter.json,Psun_T000007057,ScmyWZ3_6734_HRSCAF_6862,241313768,241322865,0.0502447867931,0.0488311328413,1.36283152891,0.222960126701,0.636793647744
Psun_T000004714.NT.trim.NT.macse.trim.filter.json,Psun_T000004714,ScmyWZ3_6734_HRSCAF_6862,28538139,28564100,0.0139901687047,0.126356585697,0.149051724215,39.274744588,3.6817282556e-10
Psun_T000009786.NT.trim.NT.macse.trim.filter.json,Psun_T000009786,ScmyWZ3_3985_HRSCAF_4074,169685458,169689214,0.00378485473813,0.184817906966,0.0219960817456,129.873774714,0
Psun_T000007539.NT.trim.NT.macse.trim.filter.json,Psun_T000007539,ScmyWZ3_6734_HRSCAF_6862,273898789,273921722,0.0167178852586,0.206142476728,0.112823286691,36.2520031231,1.7338170899e-09
Psun_T000002110.NT.trim.NT.macse.trim.filter.json,Psun_T000002110,ScmyWZ3_7291_HRSCAF_7434,130398290,130404282,0.00980316718133,0.290151357227,0.0455061385807,62.7711592373,2.33146835171e-15
Psun_T000003030.NT.trim.NT.macse.trim.filter.json,Psun_T000003030,ScmyWZ3_7291_HRSCAF_7434,216629921,216648760,0.0117560294678,0.221778762343,0.0591620351528,127.202506885,0
Psun_T000002808.NT.trim.NT.macse.trim.filter.json,Psun_T000002808,ScmyWZ3_7291_HRSCAF_7434,185636019,185648976,0.01654934587,0.224085305348,0.0817435951452,48.2229125512,3.80417919388e-12
Psun_T000024690.NT.trim.NT.macse.trim.filter.json,Psun_T000024690,ScmyWZ3_1656_HRSCAF_1709,13911318,13922139,0.0620051538595,0.563176611088,0.165280599116,111.941117761,0
Psun_T000020995.NT.trim.NT.macse.trim.filter.json,Psun_T000020995,ScmyWZ3_6520_HRSCAF_6643,61110314,61121893,0.00163514458373,0.226351778049,0.00950620366152,84.9294766167,0
Psun_T000002783.NT.trim.NT.macse.trim.filter.json,Psun_T000002783,ScmyWZ3_7291_HRSCAF_7434,180909750,180930526,0.0137697736543,0.212963938622,0.077441741699,53.7819058237,2.24043006369e-13
Psun_T000013690.NT.trim.NT.macse.trim.filter.json,Psun_T000013690,ScmyWZ3_3390_HRSCAF_3471,19308349,19311294,0.0658368305033,0.191238730788,0.449849197422,10.8882461157,0.000967764234189
Psun_T000017485.NT.trim.NT.macse.trim.filter.json,Psun_T000017485,ScmyWZ3_1570_HRSCAF_1621,138736866,138742604,6.50970097806e-10,0.177913335683,0,67.6937178571,2.22044604925e-16
Psun_T000014855.NT.trim.NT.macse.trim.filter.json,Psun_T000014855,ScmyWZ3_3390_HRSCAF_3471,120353614,120362804,0.0113625909263,0.161050063222,0.094269668817,63.6855491891,1.44328993201e-15
Psun_T000022597.NT.trim.NT.macse.trim.filter.json,Psun_T000022597,ScmyWZ3_7747_HRSCAF_7900,86070683,86112392,0.0489267378062,0.186756573176,0.319784408413,57.9904727654,2.63122856836e-14
Psun_T000004123.NT.trim.NT.macse.trim.filter.json,Psun_T000004123,ScmyWZ3_6734_HRSCAF_6862,7725987,7732210,0.0259238689507,0.22109114187,0.121581290683,91.9552212021,0
Psun_T000025041.NT.trim.NT.macse.trim.filter.json,Psun_T000025041,ScmyWZ3_1656_HRSCAF_1709,20536596,20559751,0.0427642789318,0.298549274329,0.191668205966,33.3018156331,7.89089316111e-09
Psun_T000011551.NT.trim.NT.macse.trim.filter.json,Psun_T000011551,ScmyWZ3_3742_HRSCAF_3828,116565161,116577522,0.0103677724958,0.174152844933,0.0678208508576,128.085930166,0
Psun_T000017848.NT.trim.NT.macse.trim.filter.json,Psun_T000017848,ScmyWZ3_1570_HRSCAF_1621,152684474,152696406,0.0588613615663,0.354546519316,0.198112463992,50.2373537691,1.36224365122e-12
Psun_T000006229.NT.trim.NT.macse.trim.filter.json,Psun_T000006229,ScmyWZ3_6734_HRSCAF_6862,159297273,159299640,0.0539219411512,0.268074679724,0.263807254997,18.6555959154,1.5658701027e-05
Psun_T000003533.NT.trim.NT.macse.trim.filter.json,Psun_T000003533,ScmyWZ3_7291_HRSCAF_7434,267832654,267841892,0.0293511681063,0.270142784978,0.104961838753,19.0354116232,1.28314972022e-05
Psun_T000017400.NT.trim.NT.macse.trim.filter.json,Psun_T000017400,ScmyWZ3_1570_HRSCAF_1621,137347972,137353747,0.0188607027335,0.162131885472,0.127947764511,110.878032569,0
Psun_T000027222.NT.trim.NT.macse.trim.filter.json,Psun_T000027222,ScmyWZ3_1133_HRSCAF_1176,5207586,5217133,6.50678382346e-10,0.462882812255,0,84.2406130315,0
Psun_T000013841.NT.trim.NT.macse.trim.filter.json,Psun_T000013841,ScmyWZ3_3390_HRSCAF_3471,27798424,27806641,0.0335817562407,0.176991055971,0.224527567487,44.2142469198,2.94331226058e-11
Psun_T000026345.NT.trim.NT.macse.trim.filter.json,Psun_T000026345,ScmyWZ3_5987_HRSCAF_6105,23105111,23112351,0.0490955374003,0.245348824474,0.256956431409,31.7246006021,1.77657520917e-08
Psun_T000023043.NT.trim.NT.macse.trim.filter.json,Psun_T000023043,ScmyWZ3_3611_HRSCAF_3694,7683905,7686485,0.00210832283749,0.279655220929,0.00946024557128,78.2335621984,0
Psun_T000017562.NT.trim.NT.macse.trim.filter.json,Psun_T000017562,ScmyWZ3_1570_HRSCAF_1621,141749742,141785035,0.0335548671083,0.266659426173,0.15400418732,110.766424098,0
Psun_T000000851.NT.trim.NT.macse.trim.filter.json,Psun_T000000851,ScmyWZ3_7291_HRSCAF_7434,67455510,67469158,0.0561388379169,0.213199462552,0.417007217389,5.92283146983,0.0149459210064
Psun_T000000464.NT.trim.NT.macse.trim.filter.json,Psun_T000000464,ScmyWZ3_7291_HRSCAF_7434,26520049,26527313,0.0337934701157,0.202961495276,0.214824872797,24.7485248687,6.53187728461e-07
Psun_T000015906.NT.trim.NT.macse.trim.filter.json,Psun_T000015906,ScmyWZ3_1570_HRSCAF_1621,71815583,71828192,0.0221015090649,0.150811383285,0.161534872122,31.1332930946,2.40903857973e-08
Psun_T000007491.NT.trim.NT.macse.trim.filter.json,Psun_T000007491,ScmyWZ3_6734_HRSCAF_6862,268748738,268750234,0.174736270371,0.303481814367,0.565376069659,3.13485164442,0.0766353587416
Psun_T000023549.NT.trim.NT.macse.trim.filter.json,Psun_T000023549,ScmyWZ3_3611_HRSCAF_3694,56189878,56241686,0.000801387421051,0.0841339755801,0.010378852002,68.7253549052,1.11022302463e-16
Psun_T000021755.NT.trim.NT.macse.trim.filter.json,Psun_T000021755,ScmyWZ3_6520_HRSCAF_6643,112450611,112460761,0.0273537987591,0.236868734417,0.14710468686,83.5017852308,0
Psun_T000000163.NT.trim.NT.macse.trim.filter.json,Psun_T000000163,ScmyWZ3_7291_HRSCAF_7434,7371461,7394962,0.0524618741641,0.242489814687,0.283664336092,87.5968034458,0
Psun_T000010703.NT.trim.NT.macse.trim.filter.json,Psun_T000010703,ScmyWZ3_3742_HRSCAF_3828,14758799,14776956,0.00590337756279,0.185450627343,0.0355032456766,67.5569246306,2.22044604925e-16
Psun_T000002870.NT.trim.NT.macse.trim.filter.json,Psun_T000002870,ScmyWZ3_7291_HRSCAF_7434,205350316,205410318,0.0499302553149,0.26466425633,0.227644530102,267.21662789,0
Psun_T000022653.NT.trim.NT.macse.trim.filter.json,Psun_T000022653,ScmyWZ3_7747_HRSCAF_7900,94743827,94786706,0.00237147193602,0.195243349092,0.0158304271921,97.0749647328,0
Psun_T000018746.NT.trim.NT.macse.trim.filter.json,Psun_T000018746,ScmyWZ3_6009_HRSCAF_6127,45432571,45448793,0.0108062867479,0.154956365573,0.100639253374,35.9283753564,2.04705719042e-09
Psun_T000010327.NT.trim.NT.macse.trim.filter.json,Psun_T000010327,ScmyWZ3_3985_HRSCAF_4074,208806869,208816989,0.088841925269,0.377641678331,0.333531773267,3.98460323968,0.0459179136875
Psun_T000025221.NT.trim.NT.macse.trim.filter.json,Psun_T000025221,ScmyWZ3_1656_HRSCAF_1709,23278718,23280175,0.0844344391232,0.26185486996,0.366762444564,15.9657686151,6.44982598795e-05
Psun_T000017274.NT.trim.NT.macse.trim.filter.json,Psun_T000017274,ScmyWZ3_1570_HRSCAF_1621,134651194,134682844,0.00770032304027,0.195349679913,0.0461032437082,52.6739658389,3.93796106835e-13
Psun_T000015810.NT.trim.NT.macse.trim.filter.json,Psun_T000015810,ScmyWZ3_1570_HRSCAF_1621,66810622,66832124,0.0438726477491,0.189948222491,0.296887574402,12.9122020003,0.000326447023612
Psun_T000023553.NT.trim.NT.macse.trim.filter.json,Psun_T000023553,ScmyWZ3_3611_HRSCAF_3694,56350474,56378153,6.59653466649e-10,0.130334014925,0,87.4887722846,0
Psun_T000017024.NT.trim.NT.macse.trim.filter.json,Psun_T000017024,ScmyWZ3_1570_HRSCAF_1621,122698599,122704459,5.15424429432e-10,0.14475538058,0,24.6933424642,6.72159621629e-07
Psun_T000013562.NT.trim.NT.macse.trim.filter.json,Psun_T000013562,ScmyWZ3_3390_HRSCAF_3471,9922091,9943510,0.00206239192486,0.185502961698,0.0118161634761,58.6404511006,1.88737914186e-14
Psun_T000017734.NT.trim.NT.macse.trim.filter.json,Psun_T000017734,ScmyWZ3_1570_HRSCAF_1621,150557601,150560225,0.0487442571409,0.201919779643,0.292870378077,20.2495168213,6.79706268936e-06
Psun_T000023330.NT.trim.NT.macse.trim.filter.json,Psun_T000023330,ScmyWZ3_3611_HRSCAF_3694,32008669,32013702,0.0918452134948,0.215966054148,0.61462309391,2.18192448096,0.139639755109
Psun_T000023702.NT.trim.NT.macse.trim.filter.json,Psun_T000023702,ScmyWZ3_3611_HRSCAF_3694,62206470,62215208,0.0239721561752,0.244968302139,0.0751119854381,52.0759944227,5.33906252542e-13
Psun_T000016762.NT.trim.NT.macse.trim.filter.json,Psun_T000016762,ScmyWZ3_1570_HRSCAF_1621,112483749,112502334,0.0336092515294,0.185975098612,0.205084711021,48.7702772275,2.87769807983e-12
Psun_T000007308.NT.trim.NT.macse.trim.filter.json,Psun_T000007308,ScmyWZ3_6734_HRSCAF_6862,263141217,263157112,0.0097036227068,0.194635866527,0.0518387618902,79.8434939064,0
Psun_T000012887.NT.trim.NT.macse.trim.filter.json,Psun_T000012887,ScmyWZ3_3742_HRSCAF_3828,179394135,179403710,0.0791721301193,0.191370425437,0.492287801142,12.1403274555,0.000493431115829
Psun_T000019396.NT.trim.NT.macse.trim.filter.json,Psun_T000019396,ScmyWZ3_6009_HRSCAF_6127,87682865,87923912,0.0246715720773,0.237020659206,0.134130236036,176.328798099,0
Psun_T000008787.NT.trim.NT.macse.trim.filter.json,Psun_T000008787,ScmyWZ3_3985_HRSCAF_4074,110999557,111033370,0.0182571855394,0.180531434665,0.110561656341,32.2125153192,1.38197691069e-08
Psun_T000009320.NT.trim.NT.macse.trim.filter.json,Psun_T000009320,ScmyWZ3_3985_HRSCAF_4074,149553328,149557667,0.0872456223519,0.199742914398,0.513210236144,7.28780683595,0.00694241763356
Psun_T000009424.NT.trim.NT.macse.trim.filter.json,Psun_T000009424,ScmyWZ3_3985_HRSCAF_4074,151987077,152001159,0.0158411690387,0.260683938221,0.0705385039841,79.7484291852,0
Psun_T000013016.NT.trim.NT.macse.trim.filter.json,Psun_T000013016,ScmyWZ3_3742_HRSCAF_3828,193553857,193651051,0.0556420583564,0.285125602817,0.219227758899,40.6567021064,1.81463732929e-10
Psun_T000027104.NT.trim.NT.macse.trim.filter.json,Psun_T000027104,ScmyWZ3_7692_HRSCAF_7844,17006089,17031107,0.148878023066,0.224370427946,0.811382863194,1.46187517966,0.226631995666
Psun_T000021103.NT.trim.NT.macse.trim.filter.json,Psun_T000021103,ScmyWZ3_6520_HRSCAF_6643,70359682,70371715,0.0326717087331,0.185206676186,0.234317054861,97.3855900332,0
Psun_T000024666.NT.trim.NT.macse.trim.filter.json,Psun_T000024666,ScmyWZ3_1656_HRSCAF_1709,13523172,13545308,0.0566609660304,0.262156359086,0.247815451183,33.567336862,6.88390533465e-09
Psun_T000008828.NT.trim.NT.macse.trim.filter.json,Psun_T000008828,ScmyWZ3_3985_HRSCAF_4074,120212243,120216236,0.0159499517357,0.274595104859,0.0692679497922,44.5769049984,2.44559927864e-11
Psun_T000006983.NT.trim.NT.macse.trim.filter.json,Psun_T000006983,ScmyWZ3_6734_HRSCAF_6862,236497020,236528320,0.0183359702919,0.215294880268,0.094725093039,268.37593515,0
Psun_T000012840.NT.trim.NT.macse.trim.filter.json,Psun_T000012840,ScmyWZ3_3742_HRSCAF_3828,178328792,178332429,0.0327694564531,0.151832978595,0.249788615359,7.19749535571,0.00730054024087
Psun_T000008336.NT.trim.NT.macse.trim.filter.json,Psun_T000008336,ScmyWZ3_3985_HRSCAF_4074,60003636,60021062,0.0438442533928,0.221616382572,0.250242935114,39.2097972235,3.80625531093e-10
Psun_T000024930.NT.trim.NT.macse.trim.filter.json,Psun_T000024930,ScmyWZ3_1656_HRSCAF_1709,18258481,18259593,0.0637841218417,0.43690134583,0.145721974936,31.2565237182,2.26086461774e-08
Psun_T000018161.NT.trim.NT.macse.trim.filter.json,Psun_T000018161,ScmyWZ3_6009_HRSCAF_6127,7873452,7893766,0.0203606264851,0.168193023827,0.140645527693,14.7945982029,0.000119878399513
Psun_T000009848.NT.trim.NT.macse.trim.filter.json,Psun_T000009848,ScmyWZ3_3985_HRSCAF_4074,171732075,171741561,0.00201578524309,0.26661087119,0.0101201647272,83.1208493336,0
Psun_T000009137.NT.trim.NT.macse.trim.filter.json,Psun_T000009137,ScmyWZ3_3985_HRSCAF_4074,146616028,146620243,0.0438989715194,0.378772381995,0.131760141471,63.750332763,1.44328993201e-15
Psun_T000019632.NT.trim.NT.macse.trim.filter.json,Psun_T000019632,ScmyWZ3_6009_HRSCAF_6127,100291079,100310178,0.0103073297351,0.251304058483,0.0522904481186,98.129317969,0
Psun_T000014820.NT.trim.NT.macse.trim.filter.json,Psun_T000014820,ScmyWZ3_3390_HRSCAF_3471,119495255,119500427,0.096921092477,0.450298376394,0.272402419122,33.1204868389,8.66212179762e-09
Psun_T000025139.NT.trim.NT.macse.trim.filter.json,Psun_T000025139,ScmyWZ3_1656_HRSCAF_1709,22118151,22121609,0.0183186366228,0.221682996589,0.0733390563501,55.9133943144,7.57172102794e-14
Psun_T000023542.NT.trim.NT.macse.trim.filter.json,Psun_T000023542,ScmyWZ3_3611_HRSCAF_3694,54216705,54223172,0.0776351535185,0.185911881394,0.631293333699,1.94515825539,0.1631095517
Psun_T000012986.NT.trim.NT.macse.trim.filter.json,Psun_T000012986,ScmyWZ3_3742_HRSCAF_3828,188645222,188688582,0.0145407070257,0.155266366341,0.129445774837,31.1916840595,2.33765345969e-08
Psun_T000008577.NT.trim.NT.macse.trim.filter.json,Psun_T000008577,ScmyWZ3_3985_HRSCAF_4074,91045825,91062410,0.00769406763176,0.187887602112,0.0589298365614,19.3782387448,1.07221912402e-05
Psun_T000026171.NT.trim.NT.macse.trim.filter.json,Psun_T000026171,ScmyWZ3_5987_HRSCAF_6105,1600917,1613448,0.0837117717036,0.232149478632,0.478126512319,4.95713852996,0.0259831690431
Psun_T000014931.NT.trim.NT.macse.trim.filter.json,Psun_T000014931,ScmyWZ3_3390_HRSCAF_3471,132539757,132565714,0.0082394829185,0.172945270026,0.06093434428,49.8054084939,1.69775304926e-12
Psun_T000008825.NT.trim.NT.macse.trim.filter.json,Psun_T000008825,ScmyWZ3_3985_HRSCAF_4074,118941032,118948891,0.0337080452738,0.119938937517,0.358753127876,3.69045538349,0.0547246732181
Psun_T000027244.NT.trim.NT.macse.trim.filter.json,Psun_T000027244,ScmyWZ3_1133_HRSCAF_1176,7526015,7536111,0.0690323396463,0.161892814051,0.56035029215,1.91605512441,0.16629219411
Psun_T000021012.NT.trim.NT.macse.trim.filter.json,Psun_T000021012,ScmyWZ3_6520_HRSCAF_6643,61563715,61570977,0.0186796689503,0.250270082322,0.105621311993,49.842259876,1.66611169305e-12
Psun_T000023443.NT.trim.NT.macse.trim.filter.json,Psun_T000023443,ScmyWZ3_3611_HRSCAF_3694,41237575,41252433,0.00204270122096,0.0986764933059,0.0265517421346,55.7699364804,8.14903700075e-14
Psun_T000023485.NT.trim.NT.macse.trim.filter.json,Psun_T000023485,ScmyWZ3_3611_HRSCAF_3694,46375278,46427375,0.023434590865,0.198245932252,0.151850336871,103.877111508,0
Psun_T000014782.NT.trim.NT.macse.trim.filter.json,Psun_T000014782,ScmyWZ3_3390_HRSCAF_3471,117865165,117869512,0.080574665172,0.220417588307,0.451965375941,7.47123923164,0.00626923836232
Psun_T000002979.NT.trim.NT.macse.trim.filter.json,Psun_T000002979,ScmyWZ3_7291_HRSCAF_7434,215080195,215108800,0.0109757054356,0.0786876572358,0.199003475428,13.6283895118,0.000222790903842
Psun_T000010940.NT.trim.NT.macse.trim.filter.json,Psun_T000010940,ScmyWZ3_3742_HRSCAF_3828,46812913,46855909,0.11141060425,0.263219964298,0.564350774619,57.8775318933,2.78665979181e-14
Psun_T000000383.NT.trim.NT.macse.trim.filter.json,Psun_T000000383,ScmyWZ3_7291_HRSCAF_7434,14622815,14628281,0.0491889303546,0.189377076179,0.31597188706,53.3184448472,2.83661982792e-13
Psun_T000021365.NT.trim.NT.macse.trim.filter.json,Psun_T000021365,ScmyWZ3_6520_HRSCAF_6643,92816566,93224010,0.00688029774282,0.22007184422,0.0441373115918,76.0337376987,0
Psun_T000010163.NT.trim.NT.macse.trim.filter.json,Psun_T000010163,ScmyWZ3_3985_HRSCAF_4074,197831093,197846122,0.0362994261339,0.151063270518,0.245973455093,18.2943358079,1.89269091663e-05
Psun_T000011019.NT.trim.NT.macse.trim.filter.json,Psun_T000011019,ScmyWZ3_3742_HRSCAF_3828,58075241,58163461,0.0298812671331,0.118838428185,0.336948850075,23.1705529643,1.48250171983e-06
Psun_T000006398.NT.trim.NT.macse.trim.filter.json,Psun_T000006398,ScmyWZ3_6734_HRSCAF_6862,181037451,181075776,0.011272870739,0.142673977322,0.0868065661191,105.191035339,0
Psun_T000023605.NT.trim.NT.macse.trim.filter.json,Psun_T000023605,ScmyWZ3_3611_HRSCAF_3694,58056157,58071839,0.0345110799125,0.2087231215,0.193453767981,112.71268007,0
Psun_T000013986.NT.trim.NT.macse.trim.filter.json,Psun_T000013986,ScmyWZ3_3390_HRSCAF_3471,44197974,44223510,0.0417143591311,0.203778806544,0.285827325363,31.4416959131,2.05519695706e-08
Psun_T000021135.NT.trim.NT.macse.trim.filter.json,Psun_T000021135,ScmyWZ3_6520_HRSCAF_6643,71611404,71621173,0.0348746750346,0.131916434069,0.308983999008,10.2285806415,0.00138281032935
Psun_T000003289.NT.trim.NT.macse.trim.filter.json,Psun_T000003289,ScmyWZ3_7291_HRSCAF_7434,242976016,242982389,0.0813949608815,0.21073918387,0.476126459812,2.90748846447,0.0881690800943
Psun_T000024157.NT.trim.NT.macse.trim.filter.json,Psun_T000024157,ScmyWZ3_2948_HRSCAF_3022,23683687,23688963,0.0328611685526,0.233307193591,0.166996636708,50.7475565586,1.0503820036e-12
Psun_T000011901.NT.trim.NT.macse.trim.filter.json,Psun_T000011901,ScmyWZ3_3742_HRSCAF_3828,139364984,139388273,0.0523554392641,0.160942661506,0.390959817871,20.1827166918,7.03860146301e-06
Psun_T000004539.NT.trim.NT.macse.trim.filter.json,Psun_T000004539,ScmyWZ3_6734_HRSCAF_6862,21484153,21487220,0.0511329708563,0.267772888742,0.240716622272,8.14781062244,0.00431131808769
Psun_T000014510.NT.trim.NT.macse.trim.filter.json,Psun_T000014510,ScmyWZ3_3390_HRSCAF_3471,105217103,105234219,0.00130323691524,0.186176608537,0.00927217876225,95.5220499223,0
Psun_T000022985.NT.trim.NT.macse.trim.filter.json,Psun_T000022985,ScmyWZ3_3611_HRSCAF_3694,6262320,6277496,0.00654420554565,0.313574144491,0.0269312087591,74.4044034859,0
Psun_T000027522.NT.trim.NT.macse.trim.filter.json,Psun_T000027522,ScmyWZ3_7756_HRSCAF_7947,11446999,11461656,0.0914632985723,0.169293082295,0.66451685658,3.13743006607,0.0765142816582
Psun_T000020555.NT.trim.NT.macse.trim.filter.json,Psun_T000020555,ScmyWZ3_6520_HRSCAF_6643,37086147,37115855,0.0218858915357,0.264268925171,0.129655428471,42.1476424541,8.46359649032e-11
Psun_T000005719.NT.trim.NT.macse.trim.filter.json,Psun_T000005719,ScmyWZ3_6734_HRSCAF_6862,136197250,136236306,0.00211687237566,0.0984944258534,0.0257089668832,54.7153245065,1.3933298959e-13
Psun_T000009435.NT.trim.NT.macse.trim.filter.json,Psun_T000009435,ScmyWZ3_3985_HRSCAF_4074,152278611,152287015,0.011034631492,0.149923040905,0.056166453208,23.3281632755,1.36585355748e-06
Psun_T000016672.NT.trim.NT.macse.trim.filter.json,Psun_T000016672,ScmyWZ3_1570_HRSCAF_1621,110101427,110105593,0.0187733279061,0.18573683922,0.13264433441,59.9628279553,9.65894031424e-15
Psun_T000018959.NT.trim.NT.macse.trim.filter.json,Psun_T000018959,ScmyWZ3_6009_HRSCAF_6127,61283726,61301075,0.0119152532513,0.199893202071,0.0749931034085,41.940963439,9.40710842556e-11
Psun_T000023806.NT.trim.NT.macse.trim.filter.json,Psun_T000023806,ScmyWZ3_2948_HRSCAF_3022,979477,985979,0.0499292214047,0.255740395683,0.227116138447,95.9548582716,0
Psun_T000016308.NT.trim.NT.macse.trim.filter.json,Psun_T000016308,ScmyWZ3_1570_HRSCAF_1621,95775201,95779376,0.0223348424576,0.133751404279,0.192271402754,4.87463292897,0.0272542368864
Psun_T000020541.NT.trim.NT.macse.trim.filter.json,Psun_T000020541,ScmyWZ3_6520_HRSCAF_6643,35869266,35908834,0.016516655351,0.171872244983,0.139184221218,25.0157649233,5.68634701326e-07
Psun_T000017414.NT.trim.NT.macse.trim.filter.json,Psun_T000017414,ScmyWZ3_1570_HRSCAF_1621,137483999,137489782,0.00582398930609,0.218737503349,0.039374867509,52.8042727485,3.68483021873e-13
Psun_T000013250.NT.trim.NT.macse.trim.filter.json,Psun_T000013250,ScmyWZ3_3742_HRSCAF_3828,209652317,209657195,0.0141452483877,0.234163583733,0.0730650700796,157.018810767,0
Psun_T000008465.NT.trim.NT.macse.trim.filter.json,Psun_T000008465,ScmyWZ3_3985_HRSCAF_4074,79027513,79050077,0.00408309202029,0.244629690974,0.0193105330653,113.629501443,0
Psun_T000007568.NT.trim.NT.macse.trim.filter.json,Psun_T000007568,ScmyWZ3_6734_HRSCAF_6862,275011398,275015642,0.054103887883,0.341404476843,0.148590612558,18.5312283947,1.67143206343e-05
Psun_T000011201.NT.trim.NT.macse.trim.filter.json,Psun_T000011201,ScmyWZ3_3742_HRSCAF_3828,73977233,73988351,0.00325335315361,0.0859176586526,0.0575507155188,12.1049404299,0.000502884032563
Psun_T000017284.NT.trim.NT.macse.trim.filter.json,Psun_T000017284,ScmyWZ3_1570_HRSCAF_1621,134930299,134941791,0.0136621226539,0.159512697194,0.0724195379817,43.6948983058,3.83770792922e-11
Psun_T000014465.NT.trim.NT.macse.trim.filter.json,Psun_T000014465,ScmyWZ3_3390_HRSCAF_3471,104277932,104287852,0.0309218076692,0.192596654591,0.161551897722,21.8597018075,2.93329745071e-06
